Sr#,Project_Title,Approval_Status,Approved_Date,Total_Cost,Foreign Loan,Expenditure_2024,Throwforward_2025,Rupee_Funding,Allocation_2024_25,Type,Ministry,Utilization%,Approval_Year,Approval_Month
772,"Feasibility & Construction of Plan House in Administrative Sector, F- 5/2, Islambad",CDWP,2022-04-06,100.0,0.0,0.0,100.0,81.0,81.0,New,Strengthening of Ministry of 26.07.2023,0.0,2022.0,4.0
773,Innovation Support Project,CDWP,2022-06-29,9648.0,0.0,0.0,9648.0,347.0,347.0,New,Strengthening of Ministry of 26.07.2023,0.0,2022.0,6.0
774,"Feasiblity & Construction of PIDE (Campus), at H-11/2, Islamabad",CDWP,2020-06-06,4545.49,0.0,0.0,4545.49,350.0,350.0,New,Strengthening of Ministry of 26.07.2023,0.0,2020.0,6.0
775,Special Development Initiatives for Backward/ Poor Districts in the Country (50:50),CDWP,2022-06-29,40000.0,0.0,0.0,40000.0,5000.0,5000.0,New,Strengthening of Ministry of 26.07.2023,0.0,2022.0,6.0
776,National Multi-Sectoral Nutrition Programme to Reduce Stunting and other Forms of Malnutrition,ECNEC,2023-06-27,8583.0,7125.0,0.0,8583.0,2000.0,2000.0,New,Strengthening of Ministry of 26.07.2023,0.0,2023.0,6.0
777,Establishment of Federal SDGs Support Unit,DDWP,2023-06-26,532.0,0.0,0.0,532.0,88.0,88.0,New,Strengthening of Ministry of 26.07.2023,0.0,2023.0,6.0
778,"Consturction of Plan House in Administrative Sector, F-5/2,",CDWP,2024-07-06,7417.67,0.0,0.0,7417.67,1502.0,1502.0,New,Strengthening of Ministry of 26.07.2023,0.0,2024.0,7.0
779,Enhancement of Capacity of Federal Government Entities in Preparation of Policy/ Programmes/ Projects etc. and Performance Audit (Umbrella Programme),CDWP,2024-07-06,5576.66,0.0,0.0,5576.66,577.386,577.386,New,"PLANNING, DEVELOPMENT & SPECIAL INITIATIVES DIVISION",0.0,2024.0,7.0
780,"Innovation Lab at Ministry of Planning, Development and Special Initatives (MopD&SI)",Under Process,,180.7,0.0,0.0,180.7,0.0,0.0,New,848 Innovation Lab at Ministry of Under Process 180.700 0.000 0.000 180.700 0.000 0.000 0.000,0.0,,
781,Change of Base of National Accounts from 2015-16 to 2024-,DDWP,2024-06-28,607.91,0.0,0.0,607.91,50.0,50.0,New,848 Innovation Lab at Ministry of Under Process 180.700 0.000 0.000 180.700 0.000 0.000 0.000,0.0,2024.0,6.0
782,National Competitiveness Initiative,Under Process,,1000.0,0.0,0.0,1000.0,0.0,0.0,New,848 Innovation Lab at Ministry of Under Process 180.700 0.000 0.000 180.700 0.000 0.000 0.000,0.0,,
783,National Economic Transformation and 5Es Unit,CDWP,2024-06-26,2824.0,0.0,0.0,2824.0,100.0,100.0,New,848 Innovation Lab at Ministry of Under Process 180.700 0.000 0.000 180.700 0.000 0.000 0.000,0.0,2024.0,6.0
784,Prime Minister's Programme for Re-building of Houses in Flood Affected Areas of Sindh under 4RF,ECNEC,2024-06-29,30000.0,0.0,0.0,30000.0,30000.0,30000.0,New,848 Innovation Lab at Ministry of Under Process 180.700 0.000 0.000 180.700 0.000 0.000 0.000,0.0,2024.0,6.0
785,Sustainable Finance Bureau,Under Process,,179.1,0.0,0.0,179.1,0.0,0.0,New,848 Innovation Lab at Ministry of Under Process 180.700 0.000 0.000 180.700 0.000 0.000 0.000,0.0,,
786,06 x Feeders for Free Zong North & South (GPA) Gwadar,DDWP,2023-10-19,928.736,0.0,115.0,813.736,813.736,813.736,On-going,POWER DIVISION,12.38242084,2023.0,10.0
787,"11 KV Line From Dalbandin Killi Haji Mir Muhammad Azeem, Sargasha, District Chaghi",DDWP,2023-07-19,32.255,0.0,17.951,14.304,14.304,14.304,On-going,POWER DIVISION,55.65338707,2023.0,7.0
788,Grid Station At Ahmed wall 33 KV District Nushki,DDWP,2023-07-19,141.579,0.0,89.999,51.58,51.58,51.58,On-going,POWER DIVISION,63.56804328,2023.0,7.0
789,33 KV Grid Station at Essa Chah District Nushki,DDWP,2023-07-19,167.222,0.0,90.0,77.222,77.222,77.222,On-going,POWER DIVISION,53.82066953,2023.0,7.0
790,33 KV Grid Station for Kashangi District Nushki,DDWP,2023-07-19,89.85,0.0,56.526,33.324,33.324,33.324,On-going,POWER DIVISION,62.9115192,2023.0,7.0
791,33 KV Grid Station for Toota Zai District Kharan,DDWP,2023-07-19,155.318,0.0,99.546,55.772,55.772,55.772,On-going,POWER DIVISION,64.09173438,2023.0,7.0
792,Extension of 132kV grid station Mand (Power Transformer),DDWP,2023-07-19,192.78,0.0,191.904,0.876,0.876,0.876,On-going,POWER DIVISION,99.54559602,2023.0,7.0
793,Extension of 132kV grid station Tump (Power Transformer),DDWP,2023-07-19,192.78,0.0,192.171,0.609,0.609,0.609,On-going,POWER DIVISION,99.68409586,2023.0,7.0
794,Construction of 132kV grid station in Kapoto area District Kalat (QESCO),DDWP,2023-07-19,976.02,0.0,664.968,311.052,311.052,311.052,On-going,POWER DIVISION,68.13057109,2023.0,7.0
795,Construction of 132kV grid station in Ornach area District Khuzdar (QESCO),DDWP,2020-02-21,1186.79,0.0,905.005,281.785,281.785,281.785,On-going,POWER DIVISION,76.25654075,2020.0,2.0
796,Construction of 132kV grid station at Industrial Estate Bostan with allied 132kV D/C Transmission Line (In & out arrangement) (25km) (QESCO),DDWP,2021-04-23,966.06,0.0,1025.33,59.27,0.001,0.001,On-going,POWER DIVISION,100.0,2021.0,4.0
797,132kV grid station at Kan Mehtarzai with allied 132kV Transmission Line (1.5KM),CDWP,2020-09-16,441.59,0.0,234.09,207.5,207.5,207.5,On-going,POWER DIVISION,53.01071129,2020.0,9.0
798,132kV grid station at Washuk with allied 132kV transmission line (82KM),DDWP,2021-04-23,1222.48,0.0,1221.88,0.597,183.37,183.37,On-going,POWER DIVISION,99.95091944,2021.0,4.0
799,Establishment of new Distribution lines for the electrification of villages of district Khuzdar,DDWP,2023-07-19,345.805,0.0,206.62,139.185,139.185,139.185,On-going,POWER DIVISION,59.75043739,2023.0,7.0
800,Interconnection of Isolated Makran network at Basima via Nag G/Station from Panjgoor G/Station (QESCO),ECNEC,2019-08-29,17421.44,0.0,12157.43,5264.01,2500.0,2500.0,On-going,POWER DIVISION,69.78430026,2019.0,8.0
801,Provision of 50 KVA T/F & HT/LT Line for Degree Collage Area Dalbandin District Chaghi,DDWP,2023-07-19,12.695,0.0,9.739,2.956,2.956,2.956,On-going,POWER DIVISION,76.71524222,2023.0,7.0
802,Provision of 50 KVA T/F & HT/LT Line for Killi Hassanabad and Mengalabad Nukundi District Chaghi,DDWP,2023-07-19,48.986,0.0,32.099,16.887,16.887,16.887,On-going,POWER DIVISION,65.52688523,2023.0,7.0
803,Provision of 50 KVA T/F & 250 Poles For NA-268,DDWP,2023-07-19,69.577,0.0,33.999,35.578,35.578,35.578,On-going,POWER DIVISION,48.86528594,2023.0,7.0
804,Electrification of 38 x schemes of District Quetta,DDWP,2023-07-19,40.784,0.0,29.982,10.802,10.802,10.802,On-going,POWER DIVISION,73.51412319,2023.0,7.0
805,Village Electrification in NA-266.,DDWP,2023-07-19,154.045,0.0,99.997,54.048,54.048,54.048,On-going,POWER DIVISION,64.91414846,2023.0,7.0
806,Electrification of Village Dera Bugti (Dera Bugti Package) Revised,CDWP,2023-05-25,952.353,0.0,248.0,704.353,704.353,704.353,On-going,POWER DIVISION,26.0407643,2023.0,5.0
807,220/132 Kv GIS Substation Dhabiji,CDWP,2022-10-28,6174.23,3220.9,1674.68,4499.55,4499.55,4499.55,On-going,POWER DIVISION,27.12370611,2022.0,10.0
808,220kV Haripur Substation,CDWP,2020-01-30,3806.0,2428.0,1966.9,1839.1,1839.1,1839.1,On-going,POWER DIVISION,51.67892801,2020.0,1.0
809,220kV Swabi Substation,CDWP,2019-10-17,6399.84,3818.04,2792.26,3607.58,3607.58,3607.58,On-going,POWER DIVISION,43.63015325,2019.0,10.0
810,500kV Allama Iqbal Industrial City for 600MW Demand of the Special Economic Zone in the FIEDMC area,CDWP,2021-05-25,5975.81,3926.13,1777.67,4198.14,4198.14,4198.14,On-going,POWER DIVISION,29.74776641,2021.0,5.0
811,"Replacement of LT Bare Condutor with ABC Cable in Peshawar, Khyber & Bannu Circle",CDWP,2020-02-12,2923.32,0.0,1438.9,1484.42,1484.42,1484.42,On-going,POWER DIVISION,49.22143317,2020.0,2.0
812,Electrification works at different valleys of District Chitral,DDWP,2019-11-27,1558.69,0.0,1423.82,134.871,134.871,134.871,On-going,POWER DIVISION,91.34722106,2019.0,11.0
813,Evacuation of Power from 220/132 kV Grid Station Swabi,CDWP,2019-04-07,738.62,0.0,738.62,0.0,110.793,110.793,On-going,POWER DIVISION,100.0,2019.0,4.0
814,Supply of Power to Special Economic Zone Hattar,DDWP,2019-11-27,1036.83,0.0,942.239,94.591,94.591,94.591,On-going,POWER DIVISION,90.87690364,2019.0,11.0
815,Supply of Power to Special Economic Zone Rashakai,DDWP,2019-11-27,1825.8,0.0,1798.53,27.273,27.273,27.273,On-going,POWER DIVISION,98.50640815,2019.0,11.0
816,upgradation of existing 132 kV Grid System in District Chitral,DDWP,2019-11-27,309.98,0.0,299.979,10.001,10.001,10.001,On-going,POWER DIVISION,96.77366282,2019.0,11.0
817,220 kV Quaid-e-Azam Apparel and Business Park (QABP) Grid Station for Provision of Electricity to PIEDMC SEZ,CDWP,2021-04-19,3054.13,1837.85,1210.89,1843.24,1843.24,1843.24,On-going,POWER DIVISION,39.64762469,2021.0,4.0
818,"Establishment of 132kv Grid Station Puran, Tehsil Martung, District Shangla,",DDWP,2022-07-14,862.91,0.0,772.11,90.8,90.8,90.8,On-going,POWER DIVISION,89.47746578,2022.0,7.0
819,Installation of 2 x 600 MW (Net) Coal Fired Power Project - GENCO-I (Jamshoro),ECNEC,2014-04-18,177175.59,138295.97,127937.43,49238.16,7934.81,12934.81,On-going,POWER DIVISION,72.20939973,2014.0,4.0
820,Land Acquisition for Installation of 600MW Solar Power Plant at Disstt: Muzaffargarh,CDWP,2022-10-28,1400.0,0.0,1046.8,353.205,350.734,350.734,On-going,POWER DIVISION,74.77142857,2022.0,10.0
821,Land Acquisition for Installation of 600MW Solar Power Plant at Tehsil Athara Hazari Disstt: Jhang,CDWP,2022-10-28,2558.0,0.0,1925.06,632.94,633.002,633.002,On-going,POWER DIVISION,75.25645035,2022.0,10.0
822,Power Distribution Enhancement Investment Program –II (TRANCHE-I) Advance Metering Infrastructure Project –  AMI (IESCO),ECNEC,2021-11-24,16930.0,8462.0,8000.0,8930.0,0.0,2808.0,On-going,POWER DIVISION,47.25339634,2021.0,11.0
823,Electricity Distribution Efficiency Improvement Project MEPCO Jurisdiction (World Bank) (MEPCO),ECNEC,2021-11-24,10274.0,10274.0,298.021,9975.98,0.0,3499.0,On-going,POWER DIVISION,2.900729998,2021.0,11.0
824,Electricity Distibution Efficiency Improvement Project (EDEIP) HESCO (BRD Loan No. 53180- PK) HESCO,ECNEC,2021-11-24,8157.33,8157.33,592.0,7565.33,0.0,2691.51,On-going,POWER DIVISION,7.257276584,2021.0,11.0
825,500 kV Matiari-Moro-R.Y.Khan T/L,CDWP,2024-06-25,188563.24,80111.66,105.0,188458.24,6000.0,7000.0,On-going,POWER DIVISION,0.055684236,2024.0,6.0
826,Land Acquisition for Installation of 1200MW Solar Power Plant at,CDWP,2022-10-28,2658.0,0.0,0.0,2658.0,2658.0,2658.0,New,POWER DIVISION,0.0,2022.0,10.0
827,Electricity Distribution Effeciency,ECNEC,2021-10-12,11750.76,11216.76,0.0,11750.76,0.0,2500.0,New,POWER DIVISION,0.0,2021.0,10.0
828,AFD Support to PPIB for Tariff Based Bidding and Review of Feasibility Studies and Capacity Building (Power Division) (PPIB),CDWP,2018-12-02,64.0,0.0,0.0,64.0,0.0,51.0,New,POWER DIVISION,0.0,2018.0,12.0
829,Construction of 132 Kv Grid Station for JW SEZ,Under Process,,1313.0,0.0,0.0,1313.0,0.0,0.0,New,Building (Power Division) (PPIB),0.0,,
830,Installation of Assets performance management system on 100kV and 200kV distribution Transformers,CDWP,2024-06-25,61000.0,10000.0,0.0,61000.0,2000.0,3000.0,New,Building (Power Division) (PPIB),0.0,2024.0,6.0
831,Upgradation/ Extension of NTDC's Telecommunication & SCADA System at NPCC,ECNEC,2018-07-03,11638.0,8466.0,25807.19,14169.19,4341.0,5341.0,On-going,POWER DIVISION,100.0,2018.0,7.0
832,220kV Arifwala Substation,CDWP,2022-04-06,8743.0,4534.0,131.747,8611.25,750.0,2750.0,On-going,POWER DIVISION,1.506885508,2022.0,4.0
833,220kV Dharki - Rahim Yar Khan - Bhawalpur D/C T/L,ECNEC,2019-02-10,15795.0,9800.0,1281.88,14513.12,3600.0,5600.0,On-going,POWER DIVISION,8.115732827,2019.0,2.0
834,220KV Head Faqiran G/S alongwith allied T/Ls.,ECNEC,2019-07-15,5812.0,2991.0,291.105,5520.9,200.0,220.0,On-going,POWER DIVISION,5.008688919,2019.0,7.0
835,220kV Larkana Substation,CDWP,2019-10-17,6449.0,4006.0,11.252,6437.75,100.0,125.0,On-going,POWER DIVISION,0.174476663,2019.0,10.0
836,220-KV Mastung G/S slongwtih allied T/Ls.,ECNEC,2018-05-22,14155.31,6046.34,325.504,13829.81,100.0,125.0,On-going,POWER DIVISION,2.299518697,2018.0,5.0
837,500/220kV Sialkot Substation,ECNEC,2022-07-10,31820.35,17202.0,20.0,31800.35,1930.2,4430.2,On-going,POWER DIVISION,0.06285286,2022.0,7.0
838,Upgradation of Existing 220kV Vehari Sub-Station to 500 kV Vehari Sub-Station,ECNEC,2022-07-10,17106.52,9515.6,14.148,17092.37,204.148,1019.15,On-going,POWER DIVISION,0.082705308,2022.0,7.0
839,Exentension and Augmentation of existing 500kV and 220kV Grid Stations (New) Now: Additon & Augmentation of 500kV and 220kV Transformers at the Existing Grid Station for Removal of NTDC System Constraints,ECNEC,2022-07-10,15112.05,8926.3,450.86,14661.19,3730.0,4402.62,On-going,POWER DIVISION,2.983446984,2022.0,7.0
840,500KV Islamabad West,ECNEC,2016-07-20,8288.0,4667.0,7419.7,868.3,1115.69,2615.69,On-going,POWER DIVISION,89.52340734,2016.0,7.0
841,220kV Gujranwala-II Substation,Under Process,,16697.0,11687.9,121.279,16575.72,0.0,0.0,On-going,POWER DIVISION,0.726352039,,
842,Re-conducting/Underground cabling of existing 220 kV Bund Road - NKLP D/C T/L (17 km),Under Process,,3565.0,2139.0,25.41,3539.59,0.0,0.0,On-going,POWER DIVISION,0.712762973,,
843,600MW Solar Power Plant near Muzaffargarh,Under Process,,4216.7,2235.7,10.0,4206.7,0.0,0.0,On-going,POWER DIVISION,0.237152275,,
844,600MW Solar Power Plant near Trimmu Jhang,Under Process,,3848.8,2040.43,10.0,3838.8,0.0,0.0,On-going,POWER DIVISION,0.259821243,,
845,1200MW Solar Power Plant near Havelli Bahadur Shah,Under Process,,1301.8,690.52,71.35,1230.45,0.0,0.0,On-going,POWER DIVISION,5.480872638,,
846,220kV Nag Shah Grid Station,Under Process,,12961.4,7660.81,55.0,12906.4,0.0,0.0,On-going,POWER DIVISION,0.424336877,,
847,500kV Ludewala G/S along with 500kV Nowshera-Ludewala- Faisalabad West D/C T/L,Under Process,,84900.0,44997.0,10.0,84890.0,0.0,0.0,On-going,POWER DIVISION,0.011778563,,
848,"Installation of SVCs at 220kV Quetta Industrial (Revised Name ""250 MVAR SVS at 132 kV Quetta Industrial)""",Under Process,,6367.5,4457.25,5.0,6362.5,0.0,0.0,On-going,POWER DIVISION,0.078523753,,
849,Interlinking of 765kV Mansehra with 220kV Mansehra,Under Process,,7695.0,5386.5,5.0,7690.0,0.0,0.0,On-going,POWER DIVISION,0.064977258,,
850,Re-enforcement of Sahiwal along with 2x500KV Line Bay,Under Process,,5009.1,2895.09,20.0,4989.1,0.0,0.0,On-going,POWER DIVISION,0.399273323,,
851,2nd Source of supply to 500 KV Sheikh Muhammadi,Under Process,,23418.25,11744.5,10.0,23408.25,0.0,0.0,On-going,POWER DIVISION,0.042701739,,
852,220 MVAR SVS AT 132 KV Khuzdar,Under Process,,4612.9,3275.16,70.0,4542.9,0.0,0.0,On-going,POWER DIVISION,1.517483579,,
853,Augmentation of remaining 2x160 MVA Transformers with 2x250 MVA Yousaf Wala,Under Process,,2320.6,1508.39,990.0,1330.6,0.0,0.0,On-going,POWER DIVISION,42.66138068,,
854,China-Pakistan Economic Corridor Support Project (CPECSP) at Ministry of Railways (2nd Revision),CDWP,2023-06-24,759.999,0.0,318.743,441.256,50.0,50.0,On-going,RAILWAYS DIVISION,41.93992361,2023.0,6.0
855,Collaboration of Pakistan Railways with Different Academic Institutes (Triple Helix Model) (2nd Revised),CDWP,2023-07-09,425.0,0.0,95.598,329.402,25.0,25.0,Ministry of Railways (2nd,Ministry of Railways (2nd,22.49364706,2023.0,7.0
856,"Construction of new track, upgradation/rehabilitation of track from Chaman Yard (including) to Pak-Afghan Border",DDWP,2021-05-31,1255.83,0.0,280.003,975.827,975.0,975.0,Ministry of Railways (2nd,Ministry of Railways (2nd,22.29625029,2021.0,5.0
857,"Establishment of Business Development HR Support Unit, Pakistan Railways (2nd Revised)",CDWP,2021-09-08,398.85,0.0,29.42,369.43,30.0,30.0,Ministry of Railways (2nd,Ministry of Railways (2nd,7.376206594,2021.0,9.0
858,Establishment of Project Management Unit (PMU) in Ministry of Railways (3rd Revised),CDWP,2021-09-08,1698.15,0.0,1017.49,680.661,300.0,300.0,Ministry of Railways (2nd,Ministry of Railways (2nd,59.91755734,2021.0,9.0
859,"Improvement of Terminal Facilities and Enhancing Security Arrangements in Marshiling Yard Pipri, Karachi (1st Revised)",DDWP,2021-12-24,1941.77,0.0,776.482,1165.29,250.0,250.0,Ministry of Railways (3rd Revised),Ministry of Railways (3rd Revised),39.98836113,2021.0,12.0
860,Installation & Commissioning of Solar System at 155 Nos. Railway Stations,DDWP,2021-01-20,450.0,0.0,10.967,439.033,50.0,50.0,Ministry of Railways (3rd Revised),Ministry of Railways (3rd Revised),2.437111111,2021.0,1.0
861,Preliminary Design/Drawings for Upgradation/rehabilitation of main line (ML1) and Establishment of Dryport near Havelian under the China Pakistan Economic Corridor (CPEC) and hiring of design / drawings vetting consultants,ECNEC,2017-12-04,10641.63,0.0,11824.95,1183.319,20.0,20.0,Ministry of Railways (3rd Revised),Ministry of Railways (3rd Revised),100.0,2017.0,12.0
862,Procurement/ Manufacture of 820 High Capacity Bogie Wagons & 230 Passenger Coaches,ECNEC,2017-11-24,31194.0,0.0,37561.58,6367.581,6157.0,6157.0,Ministry of Railways (3rd Revised),Ministry of Railways (3rd Revised),100.0,2017.0,11.0
863,Recommissioning of 5 Nos Accidental Diesel Electric Locomotives (2nd Revised),CDWP,2023-05-23,2480.36,0.0,659.86,1820.5,150.0,150.0,Ministry of Railways (3rd Revised),Ministry of Railways (3rd Revised),26.60339628,2023.0,5.0
864,Rehabilitation of track between Baruli-Sohan Bridge on Kundian- Attcok City Section (Peshawar Division Phase-1),CDWP,2020-09-06,1964.94,0.0,342.419,1622.52,10.0,10.0,Ministry of Railways (3rd Revised),Ministry of Railways (3rd Revised),17.42643541,2020.0,9.0
865,"Rehabilitation of track between Rehmani Nagar & Bakrani Road on Dadu-Habib Kot Section (Sukkur Division, Phase-4)",CDWP,2020-09-06,1987.48,0.0,374.426,1613.05,10.0,10.0,Ministry of Railways (3rd Revised),Division Phase-1),18.8392336,2020.0,9.0
866,Rehabilitation of Track between Sama Satta-Bahawalnagar on Sama Satta-Amruka Section,CDWP,2020-09-06,6885.0,0.0,1343.08,5541.92,115.0,115.0,Ministry of Railways (3rd Revised),"(Sukkur Division, Phase-4)",19.50733479,2020.0,9.0
867,"Renovation and Construction of Offices, Women Barracks and Multi - Purpose Training Rooms at the Office of the Superintendent Railway Police, Rawalpindi Division",CDWP,2023-05-23,310.38,310.375,208.483,101.897,0.0,101.0,Ministry of Railways (3rd Revised),"(Sukkur Division, Phase-4)",67.17024293,2023.0,5.0
868,Replacement of Old and Obsolete Signal Gear from Lodhran-Multan- Khanewal -Shahdara Bagh Mainline Section of Pakistan Railways (2nd Revised),ECNEC,2018-04-17,18346.6,0.0,17105.94,1240.66,600.0,600.0,Ministry of Railways (3rd Revised),Division,93.23765711,2018.0,4.0
869,Special Repair of 100 Nos Diesel Electric Locomotives for Improving the Reliability/ Availability of Running Locomotives,CDWP,2019-09-12,8000.0,0.0,5870.8,2129.2,600.0,600.0,Ministry of Railways (3rd Revised),RAILWAYS DIVISION,73.385,2019.0,9.0
870,"Strengthening of Planning, Development, Monitoring and Evaluation (PD&ME) Directorate, Ministry of Railways, Islamabad (Revised)",DDWP,2020-02-04,1048.0,0.0,210.018,837.982,50.0,50.0,Ministry of Railways (3rd Revised),RAILWAYS DIVISION,20.0398855,2020.0,2.0
871,Umbrella PC-II for Feasibility Studies and Transaction Advisory Services,DDWP,2020-02-04,1970.49,0.0,409.126,1561.36,210.0,210.0,"Ministry of Railways, Islamabad","Ministry of Railways, Islamabad",20.76265294,2020.0,2.0
872,Rehabilitation and Improvement of Kotri Jamshoro Rail Link / PC-I of Rehabilitation of Track Between Kotri-Akhondabad on Kotri-Dadu Section (Karachi Division),DDWP,2022-06-06,1478.86,0.0,632.11,846.75,846.0,846.0,"Ministry of Railways, Islamabad","Ministry of Railways, Islamabad",42.74305884,2022.0,6.0
873,Conversion of Breaking System of 328 Nos of MBFRS from Vaccum Brake to Air Brake,CDWP,2022-06-24,676.0,0.0,34.233,641.767,641.0,641.0,"Ministry of Railways, Islamabad",Section (Karachi Division),5.064053254,2022.0,6.0
874,Construction of left guide bund of Shershah Railway bridge No.1 on Shershah- Kundian (Multan Division),DDWP,2023-03-30,492.0,0.0,295.0,197.0,197.0,197.0,"Ministry of Railways, Islamabad",Section (Karachi Division),59.95934959,2023.0,3.0
875,Immediate Track Safety Works on TDM-ROH Section,CDWP,2023-01-06,4830.44,0.0,584.0,4246.44,2660.0,2660.0,"Ministry of Railways, Islamabad",Kundian (Multan Division),12.08999594,2023.0,1.0
876,Immediate Track Safety Works on ROH-KPR Section,CDWP,2023-01-06,4875.46,0.0,345.0,4530.46,3000.0,3000.0,"Ministry of Railways, Islamabad",Kundian (Multan Division),7.076255369,2023.0,1.0
877,lmprove safety through better Communication System,DDWP,2023-03-30,849.49,0.0,10.28,839.21,839.0,839.0,"Ministry of Railways, Islamabad",Kundian (Multan Division),1.210137847,2023.0,3.0
878,Rehabilitation of Track Maintenance Machines,CDWP,2023-06-24,4930.23,0.0,0.875,4929.36,1500.0,1500.0,"Ministry of Railways, Islamabad",Kundian (Multan Division),0.017747651,2023.0,6.0
879,Thar Coal Rail Connectivity with Existing Railway Network including last mil connectivity with Port Qasim,ECNEC,2023-11-12,53716.0,0.0,199.0,53517.0,10110.0,10110.0,"Ministry of Railways, Islamabad",Kundian (Multan Division),0.3704669,2023.0,11.0
880,Essential Track Safety Works on Khanewal-Shorkot-Faisalabad- Qila Sheikhupura-Shahdara Section in Multan & Lahore Division,CDWP,2024-07-06,6306.0,0.0,0.0,6306.0,200.0,200.0,New,RAILWAYS DIVISION,0.0,2024.0,7.0
881,Rehabilitation & Strengthening of weak Bridges on Pakistan Railways System,DDWP,2024-06-05,998.0,0.0,0.0,998.0,200.0,200.0,New,Division,0.0,2024.0,6.0
882,Essential Track Safety Works on Shershah-Kundian Section in Multan Division,CDWP,2024-07-06,4926.0,0.0,0.0,4926.0,200.0,200.0,New,Division,0.0,2024.0,7.0
883,Essnetial Track Safety Works on Rohri-Sibi Section in Sukkur Division,CDWP,2024-07-06,5490.0,0.0,0.0,5490.0,200.0,200.0,New,Multan Division,0.0,2024.0,7.0
884,Replacement of Roof Mounted AC Plants in Passenger Coaches for better service delivery,CDWP,2024-07-06,2300.0,0.0,0.0,2300.0,100.0,100.0,New,Division,0.0,2024.0,7.0
885,Acquisition of land for Rail connectivity with Afghanistan from Kohat (Zero Point) to Kharlachi (Kms:192.00) via Thall – Parachinar.,CDWP,2024-07-06,15677.01,0.0,0.0,15677.01,200.0,200.0,New,Division,0.0,2024.0,7.0
886,Acquisition of Land for Rail Connectivity from Gwadar (KM: 901) Via Besima and Besima (Zero Point) to Jacobabad (KM: 387) Via Khuzdar,CDWP,2024-07-06,15592.74,0.0,0.0,15592.74,2210.0,2210.0,New,Division,0.0,2024.0,7.0
887,"Contruction of Hajj Complex, Lahore",DDWP,2022-03-28,1971.79,0.0,476.8,1494.99,500.0,500.0,On-going,RELIGIOUS AFFAIRS & INTER FAITH HARMONY DIVISION,24.18107405,2022.0,3.0
888,Construction of Additional Office Block for RTO Sahiwal,DDWP,2021-03-17,464.883,0.0,242.4,222.483,222.483,222.483,On-going,REVENUE DIVISION,52.1421519,2021.0,3.0
889,Construction of Customs Complex at SOST- involving: a) Sepoy Barracks b) E-Facilitation Centre c) Transit Accomodation and Customs Forensic Laboratory.,DDWP,2020-03-13,863.94,0.0,681.244,182.696,182.696,182.696,On-going,REVENUE DIVISION,78.8531611,2020.0,3.0
890,Construction of Model Custom Collectorate at Gawadar.,CDWP,2018-04-17,1500.0,0.0,214.756,1285.24,680.833,680.833,On-going,REVENUE DIVISION,14.31706667,2018.0,4.0
891,Construction of Office of Intelligence & Investigation (IRS) Karachi,DDWP,2020-03-13,558.768,0.0,485.885,72.883,72.883,72.883,On-going,REVENUE DIVISION,86.95648283,2020.0,3.0
892,Construction of Regional Tax Office Sargodha,DDWP,2021-05-19,984.0,0.0,493.019,490.981,490.981,490.981,On-going,REVENUE DIVISION,50.10355691,2021.0,5.0
893,Development of Integrated Transit Trade Management System (ITTMS) under ADB Regional Improving border Services Project,ECNEC,2015-11-09,105582.09,82625.98,50932.08,54650.01,1500.0,3500.0,On-going,REVENUE DIVISION,48.23931786,2015.0,11.0
894,Pakistan Raises Revenue Programme,ECNEC,2023-07-27,21518.68,21518.68,1642.8,19875.87,0.0,3363.83,On-going,REVENUE DIVISION,7.634297271,2023.0,7.0
895,Construction of Transit Accommodation at landi Kotal (KPK) for Torkham Customs Station,DDWP,2022-10-03,261.509,0.0,5.0,256.509,256.509,256.509,On-going,REVENUE DIVISION,1.911980085,2022.0,10.0
896,Certification Incentive Program for SMEs under PQI Initiative 2025,DDWP,2021-04-08,800.0,0.0,574.097,225.903,120.0,120.0,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,71.762125,2021.0,4.0
897,Competitive Research Programme,DDWP,2021-04-08,1964.5,0.0,675.213,1289.29,190.0,190.0,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,34.37073047,2021.0,4.0
898,"Cultivation and Processing of Medicinal and Industrial Cannabis on Experimental Fields and Establishment of testing and product developmnet  facilities at PCSIR Laboratories Complex, Lahore, Peshawar and Karachi",DDWP,2021-06-05,1896.82,0.0,1139.04,757.783,507.783,507.783,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,60.04997838,2021.0,6.0
899,Data Repository of Scientific Instrumentation,DDWP,2021-05-27,300.0,0.0,77.58,222.42,40.0,40.0,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,25.86,2021.0,5.0
900,Development of Computer Controlled Fermentors and Production of Biochemicals & Bioproducts,DDWP,2021-06-05,1981.61,0.0,935.132,1046.48,400.0,400.0,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,47.1905168,2021.0,6.0
901,"Digital transformation, strengthening and automation of PCSIR",DDWP,2021-12-17,960.71,0.0,595.085,365.625,120.0,120.0,On-going,SCIENCE & TECHNOLOGICAL RESEARCH DIVISION,61.94220941,2021.0,12.0
